Ba_cy_Prsp_XX_017659450_Contig_1388_Len1179_OG5_165291	Pl_gr_micr_ACO61955_OG5_165291	29.6	284	164	6	29	304	10	265	6.7e-31	134.4
Ba_cy_Prsp_XX_017658913_Contig_547_Len1803_OG5_137363	Ba_cy_syne_NP897972_OG5_137363	37.7	586	313	15	27	590	11	566	5e-91	334.7
Ba_cy_Prsp_XX_026098019_Contig_591_Len1740_OG5_126596	Ba_pd_gsul_NP951163_OG5_126596	35.0	583	361	6	4	578	18	590	9.3e-90	330.5
Ba_cy_Prsp_XX_017660379_Contig_1576_Len1104_OG5_150428	Op_me_nvec_fgenesh1pg.scaffold1216000001_OG5_150428	42.2	204	117	1	157	359	20	223	2.5e-48	192.2
Ba_cy_Prsp_XX_017660777_Contig_341_Len2196_OG5_130541	Ba_cy_syne_NP898553_OG5_130541	57.0	724	292	5	5	720	8	720	2.7e-240	830.9
Ba_cy_Prsp_XX_017658649_Contig_176_Len2700_OG5_156261	EE_ap_Ttra_Contig2121length2703_OG5_156261	28.3	474	269	16	451	891	395	830	3.5e-35	149.8
Ba_cy_Prsp_XX_017659171_Contig_803_Len1515_OG5_142677	Pl_rh_cmer_CMO083C_OG5_142677	40.0	458	262	6	38	486	68	521	6.6e-92	337.4
Ba_cy_Prsp_XX_026097371_Contig_2078_Len906_OG5_130067	Ba_pg_vcho_NP231912_OG5_130067	69.5	298	91	0	1	298	1	298	5.2e-116	416.8
Ba_cy_Prsp_XX_017659860_Contig_879_Len1449_OG5_136205	Pl_gr_vcar_XP002948155_OG5_136205	68.6	462	139	3	1	461	74	530	3.6e-188	657.1
Ba_cy_Prsp_XX_026097405_Contig_358_Len2160_OG5_144998	Ba_cy_syne_NP897712_OG5_144998	27.9	480	308	10	3	473	3	453	8.6e-37	154.8
Ba_cy_Prsp_XX_017658854_Contig_1814_Len1005_OG5_128191	Ba_bc_ctep_NP661315_OG5_128191	48.0	348	162	4	3	332	10	356	9.9e-84	309.7
Ba_cy_Prsp_XX_017660766_Contig_549_Len1803_OG5_127115	Ba_pb_bmal_YP106230_OG5_127115	41.4	331	166	11	253	571	35	349	7.1e-56	218.0
Ba_cy_Prsp_XX_017660213_Contig_940_Len1413_OG5_131932	Ba_cy_syne_NP896155_OG5_131932	44.0	400	212	3	73	470	30	419	1.4e-83	309.7
Ba_cy_Prsp_XX_017661233_Contig_731_Len1587_OG5_126980	Ba_cy_syne_NP897349_OG5_126980	55.9	526	228	4	2	527	29	550	6.5e-159	560.1
Ba_cy_Prsp_XX_017660860_Contig_2275_Len843_OG5_169857	Ba_fb_saur_NP371328_OG5_169857	28.1	274	187	4	10	273	2	275	2.6e-29	128.6
Ba_cy_Prsp_XX_017660097_Contig_1197_Len1266_OG5_129359	Ba_fc_cbot_YP001788631.1_OG5_129359	41.1	399	224	5	11	407	2	391	8.2e-88	323.6
Ba_cy_Prsp_XX_026097670_Contig_524_Len1836_OG5_128618	Ba_de_drad_NP294856_OG5_128618	74.0	608	154	2	1	606	1	606	8.2e-262	902.1
Ba_cy_Prsp_XX_051044189_Contig_2000_Len933_OG5_134775	Ba_pa_bsui_NP699616_OG5_134775	38.4	297	165	9	3	293	4	288	4.6e-48	191.0
Ba_cy_Prsp_XX_017662342_Contig_2491_Len774_OG5_132144	Ba_fb_bant_YP018050_OG5_132144	44.4	239	130	1	1	239	1	236	1.6e-54	212.2
Ba_cy_Prsp_XX_051044251_Contig_1067_Len1335_OG5_131382	Za_ep_tvol_NP111231_OG5_131382	33.3	126	84	0	11	136	1	126	1.8e-16	86.7
