Ba_cy_Prsp_XX_015227198_Contig_1367_Len1014_OG5_164651	EE_ha_Ehux_005756176Contig22841Len699_OG5_164651	42.3	142	70	5	206	335	39	180	2.8e-12	71.6
Ba_cy_Prsp_XX_015227290_Contig_62_Len3132_OG5_149618	Sr_ci_Ptet_001427191Contig7679Len1833_OG5_149618	25.5	439	302	10	46	467	22	452	8e-31	135.6
Ba_cy_Prsp_XX_015224672_Contig_36_Len3543_OG5_129721	Ba_bc_ctep_NP662511_OG5_129721	63.8	1181	421	3	1	1176	1	1180	0	1575.1
Ba_cy_Prsp_XX_015225689_Contig_790_Len1329_OG5_130525	Za_eh_hwal_YP658994_OG5_130525	31.0	410	257	11	25	430	45	432	6.4e-38	157.9
Ba_cy_Prsp_XX_041596792_Contig_1408_Len999_OG5_129350	Ba_cy_syne_NP898014_OG5_129350	43.1	325	163	10	4	317	2	315	5.3e-66	250.8
Ba_cy_Prsp_XX_015226279_Contig_525_Len1548_OG5_135009	Op_me_dmel_FBpp0079988_OG5_135009	24.6	415	268	14	71	453	368	769	3.4e-25	115.2
Ba_cy_Prsp_XX_015225178_Contig_68_Len3093_OG5_131666	Op_me_bmaa_14191.m00025_OG5_131666	29.9	539	373	5	492	1028	169	704	3.1e-70	265.8
Ba_cy_Prsp_XX_015226095_Contig_1022_Len1185_OG5_126915	Sr_st_tpse_gw1.9.88.1_OG5_126915	46.0	287	153	1	12	296	1	287	2.1e-69	262.3
Ba_cy_Prsp_XX_015224639_Contig_118_Len2646_OG5_127140	Pl_gr_crei_121409_OG5_127140	59.7	464	129	9	314	770	23	435	1.2e-146	520.0
Ba_cy_Prsp_XX_015225829_Contig_1655_Len879_OG5_145089	Ba_ch_deth_YP181872_OG5_145089	66.3	276	87	3	1	272	1	274	1.7e-100	365.2
Ba_cy_Prsp_XX_015226670_Contig_37_Len3495_OG5_131372	Ba_cy_syne_NP897270_OG5_131372	57.2	1182	461	14	1	1157	1	1162	0	1315.4
Ba_cy_Prsp_XX_015225661_Contig_1901_Len777_OG5_135724	Ba_cy_syne_NP898061_OG5_135724	37.0	181	99	2	58	234	35	204	1.4e-21	102.8
Ba_cy_Prsp_XX_071880252_Contig_2231_Len648_OG5_129694	Ba_cy_syne_NP897354_OG5_129694	54.4	206	93	1	5	209	13	218	1.1e-59	229.2
Ba_cy_Prsp_XX_015226878_Contig_921_Len1248_OG5_127655	Ba_pd_gsul_NP952684_OG5_127655	25.8	264	182	6	31	287	4	260	4.1e-15	82.0
Ba_cy_Prsp_XX_051030520_Contig_1079_Len1152_OG5_132018	Ba_fb_bant_YP022293_OG5_132018	33.8	133	75	5	1	122	1	131	6.1e-13	74.7
Ba_cy_Prsp_XX_015226484_Contig_130_Len2577_OG5_146238	Ba_aq_aaeo_NP213492_OG5_146238	38.2	692	404	10	18	705	8	679	2.1e-135	482.6
Ba_cy_Prsp_XX_015226353_Contig_365_Len1800_OG5_132469	Sr_ch_Vbra_Contig5557length1965_OG5_132469	55.9	401	161	5	35	420	111	510	3.2e-117	421.8
Ba_cy_Prsp_XX_015225187_Contig_1121_Len1134_OG5_131216	Pl_gr_crei_121326_OG5_131216	40.1	377	208	7	3	362	1	376	2.7e-69	261.9
Ba_cy_Prsp_XX_015226657_Contig_1894_Len780_OG5_138094	Pl_gr_otau_egw1.06.00.344.1_OG5_138094	45.4	249	134	1	13	259	49	297	1e-59	229.6
Ba_cy_Prsp_XX_015224473_Contig_1627_Len891_OG5_146227	Pl_gr_atha_NP195371_OG5_146227	39.2	291	152	8	16	292	82	361	4.7e-50	197.6
Ba_cy_Prsp_XX_015225662_Contig_1834_Len804_OG5_130683	Pl_gr_crei_184923_OG5_130683	56.3	263	114	1	2	263	87	349	5e-83	307.0
Ba_cy_Prsp_XX_015226442_Contig_283_Len1995_OG5_158940	Ba_pd_wsuc_NP906296_OG5_158940	28.4	398	208	19	314	663	232	600	3.2e-22	106.3
Ba_cy_Prsp_XX_015225080_Contig_322_Len1902_OG5_134073	Ba_pl_rbal_NP865593_OG5_134073	34.5	539	320	10	1	521	1	524	9.9e-77	287.3
Ba_cy_Prsp_XX_015226949_Contig_1817_Len813_OG5_140506	Pl_gr_micr_ACO66896_OG5_140506	33.3	216	135	5	46	259	6	214	1.5e-26	119.4
Ba_cy_Prsp_XX_015225021_Contig_2487_Len555_OG5_134303	Ba_fb_bant_YP021946_OG5_134303	31.7	145	98	1	25	169	1	144	4.5e-14	77.4
Ba_cy_Prsp_XX_015227800_Contig_2321_Len615_OG5_128583	Ba_cy_syne_NP897623_OG5_128583	42.8	201	108	4	4	203	2	196	4.7e-42	169.9
Ba_cy_Prsp_XX_015227032_Contig_472_Len1617_OG5_127601	Ba_fc_cbot_YP001787173.1_OG5_127601	53.3	533	229	7	11	528	22	549	8.1e-157	553.1
Ba_cy_Prsp_XX_015227796_Contig_412_Len1713_OG5_163245	Pl_gr_micr_ACO63677_OG5_163245	48.0	560	253	12	34	570	1	545	5.9e-142	503.8
Ba_cy_Prsp_XX_015227584_Contig_1940_Len765_OG5_130330	Ba_fb_lmon_NP465374_OG5_130330	48.3	236	121	1	14	248	1	236	4.2e-58	224.2
Ba_cy_Prsp_XX_015225980_Contig_320_Len1905_OG5_156642	Pl_gr_osat_NP_001047584_OG5_156642	46.7	630	281	15	47	632	186	804	4.5e-138	491.1
Ba_cy_Prsp_XX_015224708_Contig_819_Len1305_OG5_130839	Ba_pd_gsul_NP953471_OG5_130839	49.0	429	208	4	1	425	1	422	2.3e-122	438.3
Ba_cy_Prsp_XX_015226764_Contig_122_Len2622_OG5_126636	Ba_ac_mlep_YP002504238_OG5_126636	55.2	860	364	6	1	858	1	841	5.5e-267	919.8
Ba_cy_Prsp_XX_015227543_Contig_1665_Len876_OG5_132920	Ba_cy_syne_NP896751_OG5_132920	42.6	258	139	3	1	254	1	253	1.2e-50	199.5
Ba_cy_Prsp_XX_015225317_Contig_1423_Len990_OG5_129537	Ba_pa_rtyp_YP067291_OG5_129537	32.1	240	123	7	4	220	10	232	5.3e-26	117.9
Ba_cy_Prsp_XX_015226943_Contig_1645_Len885_OG5_140007	Za_eh_hwal_YP657325_OG5_140007	25.3	273	195	4	13	283	34	299	1.8e-18	92.0
Ba_cy_Prsp_XX_015226400_Contig_1614_Len897_OG5_128078	Pl_gr_ppat_gw1.59.81.1_OG5_128078	40.2	281	151	6	26	289	49	329	5.4e-49	194.1
Ba_cy_Prsp_XX_015224534_Contig_1497_Len954_OG5_127077	Ba_ac_mtub_NP215825_OG5_127077	38.4	323	162	6	2	317	3	295	4.8e-48	191.0
Ba_cy_Prsp_XX_015225663_Contig_3379_Len264_OG5_138109	Ba_cy_syne_NP898063_OG5_138109	54.1	85	37	1	1	85	3	85	3.4e-20	96.7
Ba_cy_Prsp_XX_015226002_Contig_702_Len1389_OG5_132769	Ba_cy_syne_NP896196_OG5_132769	56.6	452	195	1	10	460	13	464	1.6e-137	488.8
Ba_cy_Prsp_XX_041596826_Contig_73_Len3045_OG5_130145	Ba_cy_syne_NP898138_OG5_130145	55.0	1011	393	14	22	1014	37	1003	0	1040.8
Ba_cy_Prsp_XX_015226607_Contig_673_Len1410_OG5_126793	Za_cr_smar_YP001040617_OG5_126793	32.3	189	127	1	280	468	8	195	1.4e-22	107.1
Ba_cy_Prsp_XX_015224751_Contig_2022_Len735_OG5_130942	Ba_cy_syne_NP896266_OG5_130942	65.5	229	79	0	1	229	1	229	7.3e-84	309.7
Ba_cy_Prsp_XX_015227433_Contig_3304_Len288_OG5_130206	Ba_cy_syne_NP896680_OG5_130206	59.6	89	36	0	1	89	1	89	1.5e-24	111.3
Ba_cy_Prsp_XX_015224601_Contig_1358_Len1017_OG5_134300	Pl_gr_micr_ACO63684_OG5_134300	32.4	355	192	10	4	338	6	332	4.9e-46	184.5
Ba_cy_Prsp_XX_015224649_Contig_91_Len2883_OG5_126684	Op_ic_Cowc_004343303Contig1205Len3237_OG5_126684	43.8	973	478	20	36	952	58	1017	6e-225	779.6
Ba_cy_Prsp_XX_015224483_Contig_1153_Len1116_OG5_127412	Ba_cy_syne_NP898514_OG5_127412	54.0	363	160	2	10	365	5	367	2e-106	385.2
Ba_cy_Prsp_XX_015224809_Contig_146_Len2487_OG5_129568	Ba_cy_syne_NP896103_OG5_129568	66.0	483	164	0	17	499	10	492	1.1e-184	646.4
Ba_cy_Prsp_XX_015224545_Contig_2634_Len501_OG5_137074	Pl_gr_atha_NP179964_OG5_137074	41.3	172	86	7	5	162	107	277	7.6e-29	126.3
Ba_cy_Prsp_XX_015227798_Contig_687_Len1404_OG5_127927	Ba_pl_rbal_NP868231_OG5_127927	40.3	472	270	9	5	467	304	772	4.8e-92	337.8
Ba_cy_Prsp_XX_015227804_Contig_1506_Len951_OG5_127401	Ba_ac_mtub_NP215967_OG5_127401	39.7	305	174	5	6	303	7	308	7.3e-57	220.3
Ba_cy_Prsp_XX_015225735_Contig_2307_Len618_OG5_130964	Ba_cy_syne_NP898361_OG5_130964	57.1	175	74	1	1	175	1	174	5.8e-50	196.8
Ba_cy_Prsp_XX_015225589_Contig_2248_Len642_OG5_130209	Ba_pd_wsuc_NP906478_OG5_130209	30.8	211	128	6	1	209	1	195	4.8e-20	97.4
Ba_cy_Prsp_XX_015227658_Contig_652_Len1428_OG5_136205	Sr_st_Ptri_002184512Contig2383Len1770_OG5_136205	58.3	468	188	3	1	466	72	534	1.9e-157	555.1
Ba_cy_Prsp_XX_015224573_Contig_2140_Len687_OG5_127728	Ba_cd_cpne_NP224262_OG5_127728	35.3	221	136	3	8	228	18	231	7.6e-27	120.2
Ba_cy_Prsp_XX_015225773_Contig_2284_Len630_OG5_133769	Pl_gr_otau_egw1.12.00.323.1_OG5_133769	40.8	184	102	4	23	202	7	187	1.3e-28	125.2
Ba_cy_Prsp_XX_015226458_Contig_1059_Len1164_OG5_131382	Ba_de_drad_NP295104_OG5_131382	28.7	362	231	12	26	372	34	383	8.2e-34	144.1
Ba_cy_Prsp_XX_015226159_Contig_804_Len1320_OG5_134650	Ba_cy_syne_NP898285_OG5_134650	65.9	440	145	1	4	438	13	452	1.5e-172	605.1
Ba_cy_Prsp_XX_041596486_Contig_1041_Len1173_OG5_132238	Ba_cy_syne_NP897968_OG5_132238	43.9	387	210	3	4	385	4	388	2.5e-86	318.5
Ba_cy_Prsp_XX_015224833_Contig_1035_Len1179_OG5_127181	Ba_bc_ctep_NP662945_OG5_127181	72.7	392	106	1	1	392	1	391	2.9e-164	577.4
Ba_cy_Prsp_XX_041596122_Contig_1214_Len1086_OG5_136231	Ba_th_tmar_NP228660_OG5_136231	27.2	356	225	9	6	361	14	335	3.5e-26	118.6
Ba_cy_Prsp_XX_015226590_Contig_1402_Len999_OG5_129430	Ba_pg_sent_NP569389_OG5_129430	45.3	369	139	11	5	315	90	453	9.6e-79	293.1
Ba_cy_Prsp_XX_015225107_Contig_562_Len1509_OG5_127074	Ba_pl_rbal_NP864750_OG5_127074	38.1	512	289	10	7	499	8	510	8.1e-90	330.5
Ba_cy_Prsp_XX_015224650_Contig_3049_Len363_OG5_181659	Za_eh_hwal_YP_658073_OG5_181659	46.7	107	53	1	1	103	1	107	5e-22	103.2
Ba_cy_Prsp_XX_015227014_Contig_945_Len1233_OG5_132451	Za_ec_mjan_NP248539_OG5_132451	29.6	422	267	10	7	406	10	423	3.7e-48	191.8
Ba_cy_Prsp_XX_015226846_Contig_3191_Len324_OG5_126613	Ba_pa_bsui_NP699080_OG5_126613	54.4	103	47	0	2	104	1	103	4.8e-30	129.0
Ba_cy_Prsp_XX_015227661_Contig_466_Len1626_OG5_127655	Ba_ch_deth_YP182276_OG5_127655	38.6	223	136	1	312	533	129	351	1.3e-40	167.2
Ba_cy_Prsp_XX_015226090_Contig_695_Len1395_OG5_126796	Ba_fb_spne_NP345860_OG5_126796	30.5	361	208	11	4	351	5	335	5.6e-37	154.8
Ba_cy_Prsp_XX_015226597_Contig_1917_Len774_OG5_128981	Sr_st_tpse_estExtthaps1uakg.Cchr80140_OG5_128981	53.7	231	100	5	32	255	3	233	4e-59	226.9
Ba_cy_Prsp_XX_015226968_Contig_1067_Len1161_OG5_133140	Ba_cy_syne_NP897416_OG5_133140	30.0	393	260	6	5	384	1	391	9.2e-49	193.7
Ba_cy_Prsp_XX_015227156_Contig_491_Len1599_OG5_129051	Ba_pd_gsul_NP954248_OG5_129051	51.5	518	236	6	8	518	4	513	6e-150	529.6
Ba_cy_Prsp_XX_015224249_Contig_163_Len2427_OG5_128755	Ba_cy_syne_NP896190_OG5_128755	75.3	442	101	2	1	434	7	448	1.9e-189	662.1
Ba_cy_Prsp_XX_041596309_Contig_2510_Len546_OG5_127997	Ba_cy_syne_NP896807_OG5_127997	33.5	167	105	5	9	173	15	177	5.7e-17	87.0
