041232932_Contig_4983_Len360_OG5_171567	Ba_pa_bsui_NP699946_OG5_171567	38.2	89	55	0	1	89	3	91	4.7e-12	70.1

015208428_Contig_1812_Len1149_OG5_162791	Ba_cy_syne_NP896756_OG5_162791	54.0	378	163	4	1	371	1	374	1.4e-110	399.1

015207729_Contig_3970_Len564_OG5_127075	Am_di_Acas_Contig7331length1041_OG5_127075	40.2	189	99	3	2	187	146	323	7.5e-33	139.8

015208425_Contig_3426_Len681_OG5_127821	Ba_sp_tpal_NP218705_OG5_127821	42.9	219	119	4	8	221	1	218	1.5e-40	165.6

085960646_Contig_4257_Len501_OG5_127031	Ba_fb_spne_NP345617_OG5_127031	30.3	109	76	0	37	145	1	109	7e-14	76.6

015210399_Contig_6116_Len165_OG5_129693	Ba_cy_syne_NP896365_OG5_129693	50.8	59	24	1	1	54	3	61	9e-11	64.7

015206702_Contig_407_Len2217_OG5_126744	Sr_ci_Imul_004036646Contig1312Len1911_OG5_126744	30.5	682	387	25	2	660	19	636	2.5e-63	243.0

015209128_Contig_881_Len1575_OG5_129156	Ba_cy_syne_NP898352_OG5_129156	69.6	526	153	3	4	522	13	538	1.1e-209	728.8

015207006_Contig_2637_Len882_OG5_127106	Za_th_nmar_YP001582458_OG5_127106	38.3	282	166	5	9	288	22	297	2.4e-47	188.0

015206664_Contig_2208_Len1014_OG5_134240	Op_fu_aory_AO090001000566_OG5_134240	45.5	336	183	0	1	336	4	339	2.5e-79	295.0

015209274_Contig_295_Len2565_OG5_146238	Ba_bc_ctep_NP662479_OG5_146238	44.0	703	379	9	13	711	1	692	2.7e-162	572.0

015208954_Contig_1763_Len1167_OG5_126697	Ba_bc_ctep_NP662268_OG5_126697	27.5	360	252	6	28	381	28	384	3.2e-33	142.1

015207396_Contig_1889_Len1122_OG5_131780	Ba_ac_mtub_NP216176_OG5_131780	29.8	376	237	6	1	373	1	352	9.1e-51	200.3

015210664_Contig_2595_Len894_OG5_145089	Ba_ch_deth_YP181872_OG5_145089	64.5	276	93	2	6	278	1	274	6.7e-100	363.2

015208162_Contig_3834_Len594_OG5_130305	Ba_cy_syne_NP896370_OG5_130305	29.1	182	109	5	26	189	49	228	1.7e-11	68.9

015205892_Contig_3071_Len768_OG5_132447	Ba_pb_rsol_NP520349_OG5_132447	30.9	262	156	8	1	249	38	287	5.9e-25	114.0

041233011_Contig_2910_Len810_OG5_132141	Za_eh_halo_NP280588_OG5_132141	31.3	243	158	5	19	256	19	257	2.1e-28	125.6

015206267_Contig_416_Len2196_OG5_127115	Ba_pb_bmal_YP105424_OG5_127115	36.2	345	198	9	375	713	187	515	1.2e-52	207.6

041233456_Contig_7_Len7179_OG5_126633	Ba_ac_mtub_NP215696_OG5_126633	38.1	286	171	3	222	506	148	428	8e-47	189.9

015207237_Contig_926_Len1542_OG5_141283	Pl_gr_ppat_egw1.246.37.1_OG5_141283	29.4	313	202	10	3	308	20	320	1.3e-31	137.1

015210158_Contig_4040_Len552_OG5_137456	Ba_cy_syne_NP897633_OG5_137456	48.9	137	70	0	45	181	29	165	1.5e-33	142.1

015206651_Contig_2730_Len855_OG5_130584	Ba_ch_deth_YP182050_OG5_130584	40.6	229	123	5	22	247	1	219	8.8e-38	156.8

015205681_Contig_2648_Len879_OG5_146439	Ba_cy_syne_NP896255_OG5_146439	38.1	278	150	6	2	274	3	263	4.2e-46	184.5

015208588_Contig_137_Len3207_OG5_130768	Op_me_nvec_estExtGenewiseH1.C1930036_OG5_130768	52.2	626	292	5	1	619	1	626	1e-182	640.2

015210630_Contig_2257_Len1002_OG5_131886	Ba_fb_bant_YP021973_OG5_131886	38.1	289	172	4	41	327	19	302	2e-47	189.1

015208503_Contig_971_Len1512_OG5_126616	Sr_ci_Ptet_001452972Contig15524Len1263_OG5_126616	29.5	285	175	9	206	477	146	417	1.3e-23	110.5

015209992_Contig_4067_Len546_OG5_132926	Ba_pa_atum_NP355864_OG5_132926	44.2	172	96	0	1	172	1	172	7.9e-40	162.9

015211298_Contig_2647_Len882_OG5_127332	Ba_pg_ecol_AP004541_OG5_127332	34.5	278	180	1	14	291	11	286	7.1e-44	176.4

015207338_Contig_324_Len2445_OG5_127082	Ba_pb_bmal_YP103175_OG5_127082	55.9	800	343	4	14	810	7	799	1.8e-256	884.8

015208224_Contig_194_Len2967_OG5_141719	Ex_eu_tcru_Tc00.1047053508717.50_OG5_141719	35.8	307	183	5	453	745	17	323	1.5e-47	191.0

015209892_Contig_2929_Len807_OG5_130683	Ba_th_tmar_NP229666_OG5_130683	49.6	272	124	5	1	261	1	270	8.4e-70	263.1

015206869_Contig_1092_Len1437_OG5_127613	Ba_cy_syne_NP896330_OG5_127613	51.2	475	222	3	8	478	13	481	4.8e-124	444.1

085960746_Contig_1849_Len1137_OG5_165202	Pl_gr_rcom_33576.m000017_OG5_165202	27.2	279	186	5	98	374	9	272	1.7e-23	109.8

015206527_Contig_914_Len1551_OG5_127961	Ba_bc_ctep_NP661224_OG5_127961	47.2	523	265	5	1	516	5	523	7.2e-126	450.3

015208826_Contig_1446_Len1278_OG5_126906	Ba_bc_ctep_NP661282_OG5_126906	36.8	408	252	2	18	425	250	651	2.2e-72	272.3

